Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,,Present in 1700?,FSSB,MSSB,SSB
Scapanus_orarius,Eulipotyphla,Talpidae,Scapanus,orarius,,Y,0,0,0
Scapanus_townsendii,Eulipotyphla,Talpidae,Scapanus,townsendii,,,,,
Scaptochirus_moschatus,Eulipotyphla,Talpidae,Scaptochirus,moschatus,,,,,
Scaptonyx_fusicaudus,Eulipotyphla,Talpidae,Scaptonyx,fusicaudus,,,,,
Talpa_altaica,Eulipotyphla,Talpidae,Talpa,altaica,,,,,
Talpa_caeca,Eulipotyphla,Talpidae,Talpa,caeca,,Y,0,0,0
Talpa_caucasica,Eulipotyphla,Talpidae,Talpa,caucasica,,,,,
Talpa_davidiana,Eulipotyphla,Talpidae,Talpa,davidiana,,,,,
Talpa_europaea,Eulipotyphla,Talpidae,Talpa,europaea,,Y,0,0,0
Talpa_levantis,Eulipotyphla,Talpidae,Talpa,levantis,,,,,
Talpa_occidentalis,Eulipotyphla,Talpidae,Talpa,occidentalis,,Y,0,0,0
Talpa_romana,Eulipotyphla,Talpidae,Talpa,romana,,Y,0,0,0
Talpa_stankovici,Eulipotyphla,Talpidae,Talpa,stankovici,,Y,0,0,0
Uropsilus_andersoni,Eulipotyphla,Talpidae,Uropsilus,andersoni,,,,,
Uropsilus_gracilis,Eulipotyphla,Talpidae,Uropsilus,gracilis,,,,,
Uropsilus_investigator,Eulipotyphla,Talpidae,Uropsilus,investigator,,,,,
Uropsilus_soricipes,Eulipotyphla,Talpidae,Uropsilus,soricipes,,,,,
Urotrichus_talpoides,Eulipotyphla,Talpidae,Urotrichus,talpoides,,Y,0,0,0
Tapirus_augustus,Perissodactyla,Tapiridae,Tapirus,augustus,,,,,
Tapirus_bairdii,Perissodactyla,Tapiridae,Tapirus,bairdii,,Y,0,0,0
Tapirus_indicus,Perissodactyla,Tapiridae,Tapirus,indicus,,Y,0,0,0
Tapirus_merriami,Perissodactyla,Tapiridae,Tapirus,merriami,,,,,
Tapirus_pinchaque,Perissodactyla,Tapiridae,Tapirus,pinchaque,,Y,0,0,0
Tapirus_rondoniensis,Perissodactyla,Tapiridae,Tapirus,rondoniensis,,,,,
Tapirus_terrestris,Perissodactyla,Tapiridae,Tapirus,terrestris,,Y,0,0,0
Tapirus_veroensis,Perissodactyla,Tapiridae,Tapirus,veroensis,,,,,
Tarsius_bancanus,Primates,Tarsiidae,Tarsius,bancanus,,Y,0,0,0
Tarsius_dentatus,Primates,Tarsiidae,Tarsius,dentatus,,Y,0,0,0
Tarsius_lariang,Primates,Tarsiidae,Tarsius,lariang,,,,,
Tarsius_pelengensis,Primates,Tarsiidae,Tarsius,pelengensis,,,,,
Tarsius_pumilus,Primates,Tarsiidae,Tarsius,pumilus,,Y,0,0,0
Tarsius_sangirensis,Primates,Tarsiidae,Tarsius,sangirensis,,,,,
Tarsius_syrichta,Primates,Tarsiidae,Tarsius,syrichta,,Y,0,0,0
Tarsius_tarsier,Primates,Tarsiidae,Tarsius,tarsier,,Y,0,0,0
Tarsius_tumpara,Primates,Tarsiidae,Tarsius,tumpara,,,,,
Tarsius_wallacei,Primates,Tarsiidae,Tarsius,wallacei,,,,,
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes,rostratus,,Y,0,0,0
Catagonus_stenocephalus,Cetartiodactyla,Tayassuidae,Catagonus,stenocephalus,,,,,
Catagonus_wagneri,Cetartiodactyla,Tayassuidae,Catagonus,wagneri,,Y,0,0,0
Muknalia_minima,Cetartiodactyla,Tayassuidae,Muknalia,minima,,,,,
Mylohyus_nasutus,Cetartiodactyla,Tayassuidae,Mylohyus,nasutus,,,,,
Pecari_tajacu,Cetartiodactyla,Tayassuidae,Pecari,tajacu,,Y,1,1,1
Platygonus_compressus,Cetartiodactyla,Tayassuidae,Platygonus,compressus,,,,,
Tayassu_pecari,Cetartiodactyla,Tayassuidae,Tayassu,pecari,,Y,1,1,1
Echinops_telfairi,Afrosoricida,Tenrecidae,Echinops,telfairi,,,,,
Geogale_aurita,Afrosoricida,Tenrecidae,Geogale,aurita,,,,,
Hemicentetes_nigriceps,Afrosoricida,Tenrecidae,Hemicentetes,nigriceps,,,,,
Hemicentetes_semispinosus,Afrosoricida,Tenrecidae,Hemicentetes,semispinosus,,,,,
Limnogale_mergulus,Afrosoricida,Tenrecidae,Limnogale,mergulus,,,,,
Microgale_brevicaudata,Afrosoricida,Tenrecidae,Microgale,brevicaudata,,,,,
Microgale_cowani,Afrosoricida,Tenrecidae,Microgale,cowani,,,,,
Microgale_dobsoni,Afrosoricida,Tenrecidae,Microgale,dobsoni,,,,,
Microgale_drouhardi,Afrosoricida,Tenrecidae,Microgale,drouhardi,,,,,
Microgale_dryas,Afrosoricida,Tenrecidae,Microgale,dryas,,,,,
Microgale_fotsifotsy,Afrosoricida,Tenrecidae,Microgale,fotsifotsy,,,,,
Microgale_gracilis,Afrosoricida,Tenrecidae,Microgale,gracilis,,,,,
Microgale_grandidieri,Afrosoricida,Tenrecidae,Microgale,grandidieri,,,,,
Microgale_gymnorhyncha,Afrosoricida,Tenrecidae,Microgale,gymnorhyncha,,,,,
Microgale_jenkinsae,Afrosoricida,Tenrecidae,Microgale,jenkinsae,,,,,
Microgale_jobihely,Afrosoricida,Tenrecidae,Microgale,jobihely,,,,,
Microgale_longicaudata,Afrosoricida,Tenrecidae,Microgale,longicaudata,,,,,
Microgale_macpheei,Afrosoricida,Tenrecidae,Microgale,macpheei,,,,,
Microgale_majori,Afrosoricida,Tenrecidae,Microgale,majori,,,,,
Microgale_monticola,Afrosoricida,Tenrecidae,Microgale,monticola,,,,,
Microgale_nasoloi,Afrosoricida,Tenrecidae,Microgale,nasoloi,,,,,
Microgale_parvula,Afrosoricida,Tenrecidae,Microgale,parvula,,,,,
Microgale_principula,Afrosoricida,Tenrecidae,Microgale,principula,,,,,
Microgale_pusilla,Afrosoricida,Tenrecidae,Microgale,pusilla,,,,,
Microgale_soricoides,Afrosoricida,Tenrecidae,Microgale,soricoides,,,,,
Microgale_taiva,Afrosoricida,Tenrecidae,Microgale,taiva,,,,,
Microgale_talazaci,Afrosoricida,Tenrecidae,Microgale,talazaci,,,,,
Microgale_thomasi,Afrosoricida,Tenrecidae,Microgale,thomasi,,,,,
Micropotamogale_lamottei,Afrosoricida,Tenrecidae,Micropotamogale,lamottei,,,,,
Micropotamogale_ruwenzorii,Afrosoricida,Tenrecidae,Micropotamogale,ruwenzorii,,,,,
Oryzorictes_hova,Afrosoricida,Tenrecidae,Oryzorictes,hova,,,,,
Oryzorictes_tetradactylus,Afrosoricida,Tenrecidae,Oryzorictes,tetradactylus,,,,,
Plesiorycteropus_madagascariensis,Afrosoricida,Tenrecidae,Plesiorycteropus,madagascariensis,,,,,
Potamogale_velox,Afrosoricida,Tenrecidae,Potamogale,velox,,,,,
Setifer_setosus,Afrosoricida,Tenrecidae,Setifer,setosus,,Y,0,0,0
Tenrec_ecaudatus,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,,Y,0,0,0
Thryonomys_gregorianus,Rodentia,Thryonomyidae,Thryonomys,gregorianus,,Y,0,0,0
Thryonomys_swinderianus,Rodentia,Thryonomyidae,Thryonomys,swinderianus,,Y,0,0,0
Thylacinus_cynocephalus,Dasyuromorphia,Thylacinidae,Thylacinus,cynocephalus,,,,,
Thylacoleo_carnifex,Diprotodontia,Thylacoleonidae,Thylacoleo,carnifex,,,,,
Macrotis_lagotis,Peramelemorphia,Thylacomyidae,Macrotis,lagotis,,Y,0,0,0
Macrotis_leucura,Peramelemorphia,Thylacomyidae,Macrotis,leucura,,,,,
Thyroptera_devivoi,Chiroptera,Thyropteridae,Thyroptera,devivoi,,,,,
Thyroptera_discifera,Chiroptera,Thyropteridae,Thyroptera,discifera,,,,,
Thyroptera_lavali,Chiroptera,Thyropteridae,Thyroptera,lavali,,,,,
Thyroptera_tricolor,Chiroptera,Thyropteridae,Thyroptera,tricolor,,,,,
Thyroptera_wynneae,Chiroptera,Thyropteridae,Thyroptera,wynneae,,,,,
Mixotoxodon_larensis,Notoungulata,Toxodontidae,Mixotoxodon,larensis,,,,,
Toxodon_platensis,Notoungulata,Toxodontidae,Toxodon,platensis,,,,,
Trigonodops_lopesi,Notoungulata,Toxodontidae,Trigonodops,lopesi,,,,,
Hyemoschus_aquaticus,Cetartiodactyla,Tragulidae,Hyemoschus,aquaticus,,Y,0,0,0
Moschiola_indica,Cetartiodactyla,Tragulidae,Moschiola,indica,,,,,
Moschiola_kathygre,Cetartiodactyla,Tragulidae,Moschiola,kathygre,,,,,
Moschiola_meminna,Cetartiodactyla,Tragulidae,Moschiola,meminna,,Y,0,0,0
Tragulus_javanicus,Cetartiodactyla,Tragulidae,Tragulus,javanicus,,Y,0,0,0
Tragulus_kanchil,Cetartiodactyla,Tragulidae,Tragulus,kanchil,,,,,
Tragulus_napu,Cetartiodactyla,Tragulidae,Tragulus,napu,,Y,0,0,0
Tragulus_nigricans,Cetartiodactyla,Tragulidae,Tragulus,nigricans,,Y,0,0,0
Tragulus_versicolor,Cetartiodactyla,Tragulidae,Tragulus,versicolor,,,,,
Tragulus_williamsoni,Cetartiodactyla,Tragulidae,Tragulus,williamsoni,,,,,
Trichechus_inunguis,Sirenia,Trichechidae,Trichechus,inunguis,,,,,
Trichechus_manatus,Sirenia,Trichechidae,Trichechus,manatus,,Y,0,1,1
Trichechus_senegalensis,Sirenia,Trichechidae,Trichechus,senegalensis,,Y,0,0,0
Anathana_ellioti,Scandentia,Tupaiidae,Anathana,ellioti,,Y,0,0,0
Dendrogale_melanura,Scandentia,Tupaiidae,Dendrogale,melanura,,,,,
Dendrogale_murina,Scandentia,Tupaiidae,Dendrogale,murina,,,,,
Tupaia_belangeri,Scandentia,Tupaiidae,Tupaia,belangeri,,Y,1,1,1
Tupaia_chrysogaster,Scandentia,Tupaiidae,Tupaia,chrysogaster,,,,,
Tupaia_dorsalis,Scandentia,Tupaiidae,Tupaia,dorsalis,,,,,
Tupaia_glis,Scandentia,Tupaiidae,Tupaia,glis,,Y,1,0,1
Tupaia_gracilis,Scandentia,Tupaiidae,Tupaia,gracilis,,Y,1,0,1
Tupaia_javanica,Scandentia,Tupaiidae,Tupaia,javanica,,Y,0,0,0
Tupaia_longipes,Scandentia,Tupaiidae,Tupaia,longipes,,Y,1,0,1
Tupaia_minor,Scandentia,Tupaiidae,Tupaia,minor,,Y,0,0,0
Tupaia_moellendorffi,Scandentia,Tupaiidae,Tupaia,moellendorffi,,,,,
Tupaia_montana,Scandentia,Tupaiidae,Tupaia,montana,,Y,1,0,1
Tupaia_nicobarica,Scandentia,Tupaiidae,Tupaia,nicobarica,,,,,
Tupaia_palawanensis,Scandentia,Tupaiidae,Tupaia,palawanensis,,Y,0,0,0
Tupaia_picta,Scandentia,Tupaiidae,Tupaia,picta,,,,,
Tupaia_splendidula,Scandentia,Tupaiidae,Tupaia,splendidula,,,,,
Tupaia_tana,Scandentia,Tupaiidae,Tupaia,tana,,Y,1,1,1
Urogale_everetti,Scandentia,Tupaiidae,Urogale,everetti,,,,,
Ailuropoda_melanoleuca,Carnivora,Ursidae,Ailuropoda,melanoleuca,,Y,0,0,0
Arctodus_simus,Carnivora,Ursidae,Arctodus,simus,,,,,
Arctotherium_tarijense,Carnivora,Ursidae,Arctotherium,tarijense,,,,,
Arctotherium_wingei,Carnivora,Ursidae,Arctotherium,wingei,,,,,
Helarctos_malayanus,Carnivora,Ursidae,Helarctos,malayanus,,Y,0,0,0
Melursus_ursinus,Carnivora,Ursidae,Melursus,ursinus,,Y,0,0,0
Tremarctos_floridanus,Carnivora,Ursidae,Tremarctos,floridanus,,,,,
Tremarctos_ornatus,Carnivora,Ursidae,Tremarctos,ornatus,,Y,0,0,0
Ursus_americanus,Carnivora,Ursidae,Ursus,americanus,,Y,1,1,1
Ursus_arctos,Carnivora,Ursidae,Ursus,arctos,,Y,1,1,1
Ursus_maritimus,Carnivora,Ursidae,Ursus,maritimus,,Y,0,0,1
Ursus_spelaeus,Carnivora,Ursidae,Ursus,spelaeus,,,,,
Ursus_thibetanus,Carnivora,Ursidae,Ursus,thibetanus,,Y,0,0,0
Antrozous_pallidus,Chiroptera,Vespertilionidae,Antrozous,pallidus,,Y,0,0,0
Arielulus_aureocollaris,Chiroptera,Vespertilionidae,Arielulus,aureocollaris,,,,,
Arielulus_circumdatus,Chiroptera,Vespertilionidae,Arielulus,circumdatus,,,,,
Arielulus_cuprosus,Chiroptera,Vespertilionidae,Arielulus,cuprosus,,,,,
Arielulus_societatis,Chiroptera,Vespertilionidae,Arielulus,societatis,,,,,
Arielulus_torquatus,Chiroptera,Vespertilionidae,Arielulus,torquatus,,,,,
Barbastella_barbastellus,Chiroptera,Vespertilionidae,Barbastella,barbastellus,,Y,0,1,1
Barbastella_leucomelas,Chiroptera,Vespertilionidae,Barbastella,leucomelas,,,,,
Bauerus_dubiaquercus,Chiroptera,Vespertilionidae,Bauerus,dubiaquercus,,,,,
Chalinolobus_dwyeri,Chiroptera,Vespertilionidae,Chalinolobus,dwyeri,,,,,
Chalinolobus_gouldii,Chiroptera,Vespertilionidae,Chalinolobus,gouldii,,Y,0,0,0
Chalinolobus_morio,Chiroptera,Vespertilionidae,Chalinolobus,morio,,,,,
Chalinolobus_neocaledonicus,Chiroptera,Vespertilionidae,Chalinolobus,neocaledonicus,,,,,
Chalinolobus_nigrogriseus,Chiroptera,Vespertilionidae,Chalinolobus,nigrogriseus,,,,,
Chalinolobus_picatus,Chiroptera,Vespertilionidae,Chalinolobus,picatus,,,,,
Chalinolobus_tuberculatus,Chiroptera,Vespertilionidae,Chalinolobus,tuberculatus,,,,,
Corynorhinus_mexicanus,Chiroptera,Vespertilionidae,Corynorhinus,mexicanus,,,,,
Corynorhinus_rafinesquii,Chiroptera,Vespertilionidae,Corynorhinus,rafinesquii,,Y,0,1,1
Corynorhinus_townsendii,Chiroptera,Vespertilionidae,Corynorhinus,townsendii,,Y,0,0,0
Eptesicus_andinus,Chiroptera,Vespertilionidae,Eptesicus,andinus,,,,,
Eptesicus_bobrinskoi,Chiroptera,Vespertilionidae,Eptesicus,bobrinskoi,,,,,
Eptesicus_bottae,Chiroptera,Vespertilionidae,Eptesicus,bottae,,,,,
Eptesicus_brasiliensis,Chiroptera,Vespertilionidae,Eptesicus,brasiliensis,,,,,
Eptesicus_chiriquinus,Chiroptera,Vespertilionidae,Eptesicus,chiriquinus,,,,,
Eptesicus_diminutus,Chiroptera,Vespertilionidae,Eptesicus,diminutus,,,,,
Eptesicus_dimissus,Chiroptera,Vespertilionidae,Eptesicus,dimissus,,,,,
Eptesicus_floweri,Chiroptera,Vespertilionidae,Eptesicus,floweri,,,,,
Eptesicus_furinalis,Chiroptera,Vespertilionidae,Eptesicus,furinalis,,,,,
Eptesicus_fuscus,Chiroptera,Vespertilionidae,Eptesicus,fuscus,,Y,0,0,0
Eptesicus_gobiensis,Chiroptera,Vespertilionidae,Eptesicus,gobiensis,,,,,
Eptesicus_guadeloupensis,Chiroptera,Vespertilionidae,Eptesicus,guadeloupensis,,,,,
Eptesicus_hottentotus,Chiroptera,Vespertilionidae,Eptesicus,hottentotus,,,,,
Eptesicus_innoxius,Chiroptera,Vespertilionidae,Eptesicus,innoxius,,,,,
Eptesicus_isabellinus,Chiroptera,Vespertilionidae,Eptesicus,isabellinus,,,,,
Eptesicus_japonensis,Chiroptera,Vespertilionidae,Eptesicus,japonensis,,,,,
Eptesicus_nasutus,Chiroptera,Vespertilionidae,Eptesicus,nasutus,,,,,
Eptesicus_nilssonii,Chiroptera,Vespertilionidae,Eptesicus,nilssonii,,Y,0,0,0
Eptesicus_pachyotis,Chiroptera,Vespertilionidae,Eptesicus,pachyotis,,,,,
Eptesicus_platyops,Chiroptera,Vespertilionidae,Eptesicus,platyops,,,,,
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Eptesicus,serotinus,,Y,0,1,1
Eptesicus_tatei,Chiroptera,Vespertilionidae,Eptesicus,tatei,,,,,
Euderma_maculatum,Chiroptera,Vespertilionidae,Euderma,maculatum,,,,,
Eudiscopus_denticulus,Chiroptera,Vespertilionidae,Eudiscopus,denticulus,,,,,
Falsistrellus_affinis,Chiroptera,Vespertilionidae,Falsistrellus,affinis,,,,,
Falsistrellus_mackenziei,Chiroptera,Vespertilionidae,Falsistrellus,mackenziei,,,,,
Falsistrellus_mordax,Chiroptera,Vespertilionidae,Falsistrellus,mordax,,,,,
Falsistrellus_petersi,Chiroptera,Vespertilionidae,Falsistrellus,petersi,,,,,
Falsistrellus_tasmaniensis,Chiroptera,Vespertilionidae,Falsistrellus,tasmaniensis,,,,,
Glauconycteris_alboguttata,Chiroptera,Vespertilionidae,Glauconycteris,alboguttata,,,,,
Glauconycteris_argentata,Chiroptera,Vespertilionidae,Glauconycteris,argentata,,,,,
Glauconycteris_beatrix,Chiroptera,Vespertilionidae,Glauconycteris,beatrix,,,,,
Glauconycteris_curryae,Chiroptera,Vespertilionidae,Glauconycteris,curryae,,,,,
Glauconycteris_egeria,Chiroptera,Vespertilionidae,Glauconycteris,egeria,,,,,
Glauconycteris_gleni,Chiroptera,Vespertilionidae,Glauconycteris,gleni,,,,,
Glauconycteris_humeralis,Chiroptera,Vespertilionidae,Glauconycteris,humeralis,,,,,
Glauconycteris_kenyacola,Chiroptera,Vespertilionidae,Glauconycteris,kenyacola,,,,,
Glauconycteris_machadoi,Chiroptera,Vespertilionidae,Glauconycteris,machadoi,,,,,
Glauconycteris_poensis,Chiroptera,Vespertilionidae,Glauconycteris,poensis,,,,,
Glauconycteris_superba,Chiroptera,Vespertilionidae,Glauconycteris,superba,,,,,
Glauconycteris_variegata,Chiroptera,Vespertilionidae,Glauconycteris,variegata,,,,,
Glischropus_javanus,Chiroptera,Vespertilionidae,Glischropus,javanus,,,,,
Glischropus_tylopus,Chiroptera,Vespertilionidae,Glischropus,tylopus,,,,,
Harpiocephalus_harpia,Chiroptera,Vespertilionidae,Harpiocephalus,harpia,,,,,
Harpiola_grisea,Chiroptera,Vespertilionidae,Harpiola,grisea,,,,,
Harpiola_isodon,Chiroptera,Vespertilionidae,Harpiola,isodon,,,,,
Hesperoptenus_blanfordi,Chiroptera,Vespertilionidae,Hesperoptenus,blanfordi,,,,,
Hesperoptenus_doriae,Chiroptera,Vespertilionidae,Hesperoptenus,doriae,,,,,
Hesperoptenus_gaskelli,Chiroptera,Vespertilionidae,Hesperoptenus,gaskelli,,,,,
Hesperoptenus_tickelli,Chiroptera,Vespertilionidae,Hesperoptenus,tickelli,,,,,
Hesperoptenus_tomesi,Chiroptera,Vespertilionidae,Hesperoptenus,tomesi,,,,,
Histiotus_alienus,Chiroptera,Vespertilionidae,Histiotus,alienus,,,,,
Histiotus_humboldti,Chiroptera,Vespertilionidae,Histiotus,humboldti,,,,,
Histiotus_laephotis,Chiroptera,Vespertilionidae,Histiotus,laephotis,,,,,
Histiotus_macrotus,Chiroptera,Vespertilionidae,Histiotus,macrotus,,,,,
Histiotus_magellanicus,Chiroptera,Vespertilionidae,Histiotus,magellanicus,,,,,
Histiotus_montanus,Chiroptera,Vespertilionidae,Histiotus,montanus,,,,,
Histiotus_velatus,Chiroptera,Vespertilionidae,Histiotus,velatus,,,,,
Hypsugo_anthonyi,Chiroptera,Vespertilionidae,Hypsugo,anthonyi,,,,,
Hypsugo_joffrei,Chiroptera,Vespertilionidae,Hypsugo,joffrei,,,,,
Hypsugo_kitcheneri,Chiroptera,Vespertilionidae,Hypsugo,kitcheneri,,,,,
Hypsugo_lophurus,Chiroptera,Vespertilionidae,Hypsugo,lophurus,,,,,
Hypsugo_macrotis,Chiroptera,Vespertilionidae,Hypsugo,macrotis,,,,,
Hypsugo_savii,Chiroptera,Vespertilionidae,Hypsugo,savii,,Y,0,0,0
Hypsugo_vordermanni,Chiroptera,Vespertilionidae,Hypsugo,vordermanni,,,,,
Ia_io,Chiroptera,Vespertilionidae,Ia,io,,,,,
Idionycteris_phyllotis,Chiroptera,Vespertilionidae,Idionycteris,phyllotis,,,,,
Kerivoula_africana,Chiroptera,Vespertilionidae,Kerivoula,africana,,,,,
Kerivoula_agnella,Chiroptera,Vespertilionidae,Kerivoula,agnella,,,,,
Kerivoula_argentata,Chiroptera,Vespertilionidae,Kerivoula,argentata,,,,,
Kerivoula_cuprosa,Chiroptera,Vespertilionidae,Kerivoula,cuprosa,,,,,
Kerivoula_eriophora,Chiroptera,Vespertilionidae,Kerivoula,eriophora,,,,,
Kerivoula_flora,Chiroptera,Vespertilionidae,Kerivoula,flora,,,,,
Kerivoula_hardwickii,Chiroptera,Vespertilionidae,Kerivoula,hardwickii,,,,,
Kerivoula_intermedia,Chiroptera,Vespertilionidae,Kerivoula,intermedia,,,,,
Kerivoula_kachinensis,Chiroptera,Vespertilionidae,Kerivoula,kachinensis,,,,,
Kerivoula_krauensis,Chiroptera,Vespertilionidae,Kerivoula,krauensis,,,,,
Kerivoula_lanosa,Chiroptera,Vespertilionidae,Kerivoula,lanosa,,,,,
Kerivoula_lenis,Chiroptera,Vespertilionidae,Kerivoula,lenis,,,,,
Kerivoula_minuta,Chiroptera,Vespertilionidae,Kerivoula,minuta,,,,,
Kerivoula_muscina,Chiroptera,Vespertilionidae,Kerivoula,muscina,,,,,
Kerivoula_myrella,Chiroptera,Vespertilionidae,Kerivoula,myrella,,,,,
Kerivoula_papillosa,Chiroptera,Vespertilionidae,Kerivoula,papillosa,,,,,
Kerivoula_pellucida,Chiroptera,Vespertilionidae,Kerivoula,pellucida,,,,,
Kerivoula_phalaena,Chiroptera,Vespertilionidae,Kerivoula,phalaena,,,,,
Kerivoula_picta,Chiroptera,Vespertilionidae,Kerivoula,picta,,,,,
Kerivoula_smithii,Chiroptera,Vespertilionidae,Kerivoula,smithii,,,,,
Kerivoula_titania,Chiroptera,Vespertilionidae,Kerivoula,titania,,,,,
Kerivoula_whiteheadi,Chiroptera,Vespertilionidae,Kerivoula,whiteheadi,,,,,
Laephotis_angolensis,Chiroptera,Vespertilionidae,Laephotis,angolensis,,,,,
Laephotis_botswanae,Chiroptera,Vespertilionidae,Laephotis,botswanae,,,,,
Laephotis_namibensis,Chiroptera,Vespertilionidae,Laephotis,namibensis,,,,,
Laephotis_wintoni,Chiroptera,Vespertilionidae,Laephotis,wintoni,,,,,
Lasionycteris_noctivagans,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,,Y,0,0,0
Lasiurus_atratus,Chiroptera,Vespertilionidae,Lasiurus,atratus,,,,,
Lasiurus_blossevillii,Chiroptera,Vespertilionidae,Lasiurus,blossevillii,,,,,
Lasiurus_borealis,Chiroptera,Vespertilionidae,Lasiurus,borealis,,Y,0,0,0
Lasiurus_castaneus,Chiroptera,Vespertilionidae,Lasiurus,castaneus,,,,,
Lasiurus_cinereus,Chiroptera,Vespertilionidae,Lasiurus,cinereus,,Y,0,0,0
Lasiurus_degelidus,Chiroptera,Vespertilionidae,Lasiurus,degelidus,,,,,
Lasiurus_ebenus,Chiroptera,Vespertilionidae,Lasiurus,ebenus,,,,,
Lasiurus_ega,Chiroptera,Vespertilionidae,Lasiurus,ega,,Y,0,0,0
Lasiurus_egregius,Chiroptera,Vespertilionidae,Lasiurus,egregius,,,,,
Lasiurus_insularis,Chiroptera,Vespertilionidae,Lasiurus,insularis,,,,,
Lasiurus_intermedius,Chiroptera,Vespertilionidae,Lasiurus,intermedius,,,,,
Lasiurus_minor,Chiroptera,Vespertilionidae,Lasiurus,minor,,,,,
Lasiurus_pfeifferi,Chiroptera,Vespertilionidae,Lasiurus,pfeifferi,,,,,
Lasiurus_seminolus,Chiroptera,Vespertilionidae,Lasiurus,seminolus,,Y,0,0,0
Lasiurus_varius,Chiroptera,Vespertilionidae,Lasiurus,varius,,,,,
Lasiurus_xanthinus,Chiroptera,Vespertilionidae,Lasiurus,xanthinus,,Y,0,0,0
Mimetillus_moloneyi,Chiroptera,Vespertilionidae,Mimetillus,moloneyi,,,,,
Murina_aenea,Chiroptera,Vespertilionidae,Murina,aenea,,,,,
Murina_aurata,Chiroptera,Vespertilionidae,Murina,aurata,,,,,
Murina_cyclotis,Chiroptera,Vespertilionidae,Murina,cyclotis,,,,,
Murina_florium,Chiroptera,Vespertilionidae,Murina,florium,,,,,
Murina_fusca,Chiroptera,Vespertilionidae,Murina,fusca,,,,,
Murina_harrisoni,Chiroptera,Vespertilionidae,Murina,harrisoni,,,,,
Murina_hilgendorfi,Chiroptera,Vespertilionidae,Murina,hilgendorfi,,,,,
Murina_huttoni,Chiroptera,Vespertilionidae,Murina,huttoni,,,,,
Murina_leucogaster,Chiroptera,Vespertilionidae,Murina,leucogaster,,,,,
Murina_puta,Chiroptera,Vespertilionidae,Murina,puta,,,,,
Murina_rozendaali,Chiroptera,Vespertilionidae,Murina,rozendaali,,,,,
Murina_ryukyuana,Chiroptera,Vespertilionidae,Murina,ryukyuana,,,,,
Murina_suilla,Chiroptera,Vespertilionidae,Murina,suilla,,,,,
Murina_tenebrosa,Chiroptera,Vespertilionidae,Murina,tenebrosa,,,,,
Murina_tubinaris,Chiroptera,Vespertilionidae,Murina,tubinaris,,,,,
Murina_ussuriensis,Chiroptera,Vespertilionidae,Murina,ussuriensis,,,,,
Myotis_adversus,Chiroptera,Vespertilionidae,Myotis,adversus,,,,,
Myotis_aelleni,Chiroptera,Vespertilionidae,Myotis,aelleni,,,,,
Myotis_albescens,Chiroptera,Vespertilionidae,Myotis,albescens,,,,,
Myotis_alcathoe,Chiroptera,Vespertilionidae,Myotis,alcathoe,,,,,
Myotis_altarium,Chiroptera,Vespertilionidae,Myotis,altarium,,,,,
Myotis_anjouanensis,Chiroptera,Vespertilionidae,Myotis,anjouanensis,,,,,
Myotis_annamiticus,Chiroptera,Vespertilionidae,Myotis,annamiticus,,,,,
Myotis_annectans,Chiroptera,Vespertilionidae,Myotis,annectans,,,,,
Myotis_atacamensis,Chiroptera,Vespertilionidae,Myotis,atacamensis,,,,,
Myotis_ater,Chiroptera,Vespertilionidae,Myotis,ater,,,,,
Myotis_aurascens,Chiroptera,Vespertilionidae,Myotis,aurascens,,,,,
Myotis_auriculus,Chiroptera,Vespertilionidae,Myotis,auriculus,,,,,
Myotis_australis,Chiroptera,Vespertilionidae,Myotis,australis,,,,,
Myotis_austroriparius,Chiroptera,Vespertilionidae,Myotis,austroriparius,,Y,0,0,0
Myotis_bechsteinii,Chiroptera,Vespertilionidae,Myotis,bechsteinii,,Y,0,1,1
Myotis_blythii,Chiroptera,Vespertilionidae,Myotis,blythii,,Y,0,0,0
Myotis_bocagii,Chiroptera,Vespertilionidae,Myotis,bocagii,,Y,0,0,0
Myotis_bombinus,Chiroptera,Vespertilionidae,Myotis,bombinus,,,,,
Myotis_brandtii,Chiroptera,Vespertilionidae,Myotis,brandtii,,Y,0,0,0
Myotis_bucharensis,Chiroptera,Vespertilionidae,Myotis,bucharensis,,,,,
Myotis_californicus,Chiroptera,Vespertilionidae,Myotis,californicus,,Y,0,0,0
Myotis_capaccinii,Chiroptera,Vespertilionidae,Myotis,capaccinii,,Y,0,1,1
Myotis_chiloensis,Chiroptera,Vespertilionidae,Myotis,chiloensis,,,,,
Myotis_chinensis,Chiroptera,Vespertilionidae,Myotis,chinensis,,,,,
Myotis_ciliolabrum,Chiroptera,Vespertilionidae,Myotis,ciliolabrum,,Y,0,0,0
Myotis_cobanensis,Chiroptera,Vespertilionidae,Myotis,cobanensis,,,,,
Myotis_csorbai,Chiroptera,Vespertilionidae,Myotis,csorbai,,,,,
Myotis_dasycneme,Chiroptera,Vespertilionidae,Myotis,dasycneme,,Y,0,0,0
Myotis_daubentonii,Chiroptera,Vespertilionidae,Myotis,daubentonii,,Y,0,1,1
